Reference,London Borough Name,Attendant Location,Severity,Number Of Casualties,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Socrata ID,Last Uploaded,Organisation URI
0105EK40048,CAMDEN,HIGH HOLBORN J/W NEW OXFORD STREET,3 Slight,1,1,07/02/2005 02:18:00 PM,Monday   ,14.18,3 Bor,A,40,2 One-Way St,2 30 MPH,7 Multi Jun,2 Auto Sig,A,40,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530370,181480,-0.122491,51.517216,E05000138,Holborn and Covent Garden,Unknown,"(51.517216, -0.122491)",34539,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40050,CAMDEN,NFL FLAXMAN TERRACE 23 M E J/W MABLEDON PLACE,3 Slight,1,2,09/02/2005 01:10:00 PM,Wednesday,13.10,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529960,182650,-0.127965,51.527825,E05000141,King's Cross,Unknown,"(51.527825, -0.127965)",34538,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40052,CAMDEN,NFL PRINCE OF WALES ROAD 24 M E J/W HADLEY STREET,3 Slight,1,2,20/02/2005 06:30:00 PM,Sunday   ,18.30,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528620,184680,-0.14653,51.546375,E05000139,Kentish Town,Unknown,"(51.546375, -0.14653)",34537,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40055,CAMDEN,CAMDEN ROAD J/W CAMDEN STREET,3 Slight,1,1,17/02/2005 06:55:00 PM,Thursday ,18.55,1 TLRN,A,503,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,2 Dark,8 Other,2 Road-Wet,0 None,0 None,529060,184010,-0.140434,51.540253,E05000130,Camden Town with Primrose Hill,Unknown,"(51.540253, -0.140434)",34536,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40058,CAMDEN,NFL HIGHGATE WEST HILL 38M S J/W MILLFIELD LANE,3 Slight,1,2,19/02/2005 06:00:00 PM,Saturday ,18.00,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,8 Central Refuge,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526590,186590,-0.175103,51.563998,E05000135,Hampstead Town,Unknown,"(51.563998, -0.175103)",34535,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40083,CAMDEN,NFL FINCHLEY ROAD 22 M NW J/W FAIRFAX ROAD,3 Slight,1,1,17/02/2005 11:52:00 PM,Thursday ,23.52,1 TLRN,A,41,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,2 Dark,8 Other,2 Road-Wet,0 None,0 None,526470,184500,-0.177584,51.545243,E05000144,Swiss Cottage,Unknown,"(51.545243, -0.177584)",34534,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40088,CAMDEN,KENTISH TOWN ROAD J/W KELLY STREET,3 Slight,1,2,23/02/2005 09:45:00 PM,Wednesday,21.45,3 Bor,A,400,6 Single Cwy,2 30 MPH,9 Other Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,528950,184610,-0.1418,51.54567,E05000139,Kentish Town,Unknown,"(51.54567, -0.1418)",34533,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40094,CAMDEN,HIGH HOLBORN  J/W GRAY'S INN ROAD,3 Slight,1,1,22/02/2005 11:11:00 AM,Tuesday  ,11.11,3 Bor,A,40,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,5200,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,531140,181600,-0.111355,51.518117,,,Unknown,"(51.518117, -0.111355)",34532,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40101,CAMDEN,NFL CHALK FARM ROAD 46 M W J/W BELMONT STREET,3 Slight,1,2,25/02/2005 09:50:00 PM,Friday   ,21.50,3 Bor,A,502,6 Single Cwy,2 30 MPH,9 Other Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,528330,184320,-0.150841,51.543205,E05000130,Camden Town with Primrose Hill,Unknown,"(51.543205, -0.150841)",34531,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40105,CAMDEN,WEST END LANE J/W BLACKBURN ROAD,3 Slight,1,1,13/02/2005 10:04:00 AM,Sunday   ,10.04,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525520,184680,-0.191212,51.547072,E05000145,West Hampstead,Unknown,"(51.547072, -0.191212)",34530,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40110,CAMDEN,ROYAL COLLEGE STREET J/W PRATT STREET,3 Slight,1,2,26/02/2005 12:00:00 PM,Saturday ,12.00,3 Bor,A,5202,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,529350,183890,-0.136299,51.539109,E05000130,Camden Town with Primrose Hill,Unknown,"(51.539109, -0.136299)",34529,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40147,CAMDEN,CAMDEN STREET J/W PRATT STREET,3 Slight,1,2,28/02/2005 07:41:00 PM,Monday   ,19.41,1 TLRN,A,400,2 One-Way St,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,0 No Xing Facility In 50m,2 Dark,3 Snowing,2 Road-Wet,0 None,0 None,529220,183800,-0.138205,51.53833,E05000130,Camden Town with Primrose Hill,Unknown,"(51.53833, -0.138205)",34528,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO40328,CAMDEN,NFL PARKWAY J/W PRINCE ALBERT ROAD,3 Slight,1,2,15/04/2005 08:00:00 PM,Friday   ,20.00,3 Bor,A,4201,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,4201,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528640,183540,-0.146658,51.536125,E05000142,Regent's Park,Unknown,"(51.536125, -0.146658)",34324,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40149,CAMDEN,CROWNDALE ROAD J/W OAKLEY SQUARE,2 Serious,1,1,02/03/2005 09:30:00 AM,Wednesday,9.30,1 TLRN,B,512,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,400,5 Pedn Phase At Ats,1 Daylight,8 Other,2 Road-Wet,0 None,0 None,529410,183460,-0.135592,51.535231,E05000143,St Pancras and Somers Town,Unknown,"(51.535231, -0.135592)",34527,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40150,CAMDEN,SOUTHAMPTON ROW J/W HIGH HOLBORN,2 Serious,1,1,11/03/2005 08:40:00 PM,Friday   ,20.40,3 Bor,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,40,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,530500,181540,-0.120596,51.517726,E05000138,Holborn and Covent Garden,Unknown,"(51.517726, -0.120596)",34526,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EK40154,CAMDEN,CAMDEN HIGH STREET J/W INVERNESS STREET,3 Slight,1,2,09/03/2005 11:50:00 AM,Wednesday,11.50,3 Bor,A,502,2 One-Way St,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528860,183940,-0.143342,51.53967,E05000130,Camden Town with Primrose Hill,Unknown,"(51.53967, -0.143342)",34525,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00001,CAMDEN,NFL CHALK FARM ROAD J/W HARMOOD STREET,3 Slight,1,2,01/01/2005 04:10:00 PM,Saturday ,16.10,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,528510,184270,-0.148265,51.542715,E05000130,Camden Town with Primrose Hill,Unknown,"(51.542715, -0.148265)",34524,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00003,CAMDEN,EUSTON ROAD J/W MELTON STREET,3 Slight,1,2,03/01/2005 06:24:00 AM,Monday   ,6.24,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529560,182480,-0.133791,51.526389,E05000142,Regent's Park,Unknown,"(51.526389, -0.133791)",34523,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00012,CAMDEN,MILL LANE J/W FORDWYCH ROAD,3 Slight,1,2,05/01/2005 10:55:00 AM,Wednesday,10.55,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,524490,185060,-0.205924,51.550715,E05000132,Fortune Green,Unknown,"(51.550715, -0.205924)",34522,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00014,CAMDEN,CAMDEN ROAD 50M NW J/W CAMDEN PARK ROAD,3 Slight,1,2,07/01/2005 08:50:00 AM,Friday   ,8.50,1 TLRN,A,503,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529760,184900,-0.130018,51.548091,E05000131,Cantelowes,Unknown,"(51.548091, -0.130018)",34521,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00017,CAMDEN,GREENFORD STREET J/W CAMDEN HIGH STREET,3 Slight,1,1,07/01/2005 09:55:00 AM,Friday   ,9.55,1 TLRN,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528960,183770,-0.141963,51.538119,E05000130,Camden Town with Primrose Hill,Unknown,"(51.538119, -0.141963)",34520,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00019,CAMDEN,CAMDEN ROAD J/W ST PRANCRAS WAY,3 Slight,1,2,07/01/2005 08:37:00 AM,Friday   ,8.37,1 TLRN,A,503,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5202,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529250,184300,-0.137589,51.542816,E05000131,Cantelowes,Unknown,"(51.542816, -0.137589)",34519,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00020,CAMDEN,EUSTON ROAD 24M E J/W OSNABURGH STREET,3 Slight,1,2,07/01/2005 05:10:00 PM,Friday   ,17.10,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,4 Fine/High Winds,2 Road-Wet,0 None,0 None,528920,182190,-0.143117,51.52393,E05000129,Bloomsbury,Unknown,"(51.52393, -0.143117)",34518,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00021,CAMDEN,EUSTON ROAD 135M NE J/W OSNABURGH STREET,3 Slight,1,3,01/01/2005 02:50:00 AM,Saturday ,2.50,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529030,182230,-0.141518,51.524264,E05000142,Regent's Park,Unknown,"(51.524264, -0.141518)",34517,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00025,CAMDEN,GORDON SQUARE J/W WOBURN  SQUARE,3 Slight,1,1,10/01/2005 09:56:00 AM,Monday   ,9.56,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529840,182210,-0.129856,51.523899,E05000129,Bloomsbury,Unknown,"(51.523899, -0.129856)",34516,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00027,CAMDEN,SHAFTSBURY AVENUE J/W NEW OXFORD STREET,3 Slight,1,1,09/01/2005 03:55:00 AM,Sunday   ,3.55,3 Bor,A,401,2 One-Way St,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,40,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530130,181450,-0.125959,51.517002,E05000138,Holborn and Covent Garden,Unknown,"(51.517002, -0.125959)",34515,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00028,CAMDEN,KENTISH TOWN ROAD J/W ROYAL COLLEGE STREET,3 Slight,1,2,09/01/2005 10:45:00 AM,Sunday   ,10.45,3 Bor,A,400,6 Single Cwy,2 30 MPH,9 Other Jun,2 Auto Sig,A,5202,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528960,184530,-0.141685,51.544949,E05000130,Camden Town with Primrose Hill,Unknown,"(51.544949, -0.141685)",34514,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00030,CAMDEN,HEATH STREET 50M N J/W BACK LANE,3 Slight,1,1,10/01/2005 09:50:00 PM,Monday   ,21.50,3 Bor,A,502,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526370,185880,-0.17853,51.557667,E05000135,Hampstead Town,Unknown,"(51.557667, -0.17853)",34513,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00035,CAMDEN,HAWLEY ROAD J/W KENTISH TOWN ROAD,3 Slight,1,2,11/01/2005 08:53:00 AM,Tuesday  ,8.53,3 Bor,C,0,2 One-Way St,2 30 MPH,7 Multi Jun,2 Auto Sig,A,400,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528950,184280,-0.14192,51.542705,E05000130,Camden Town with Primrose Hill,Unknown,"(51.542705, -0.14192)",34512,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00040,CAMDEN,TAVISTOCK SQUARE J/W BEDFORD WAY,3 Slight,1,2,11/01/2005 05:29:00 PM,Tuesday  ,17.29,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,529900,182250,-0.128977,51.524244,E05000129,Bloomsbury,Unknown,"(51.524244, -0.128977)",34511,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00041,CAMDEN,HAVERSTOCK HILL J/W STEELE'S ROAD,3 Slight,1,2,12/01/2005 08:58:00 PM,Wednesday,20.58,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,527810,184680,-0.158205,51.546559,E05000136,Haverstock,Unknown,"(51.546559, -0.158205)",34510,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00042,CAMDEN,NFL HIGH HOLBORN 73M E J/W PROCTER STREET,2 Serious,1,2,12/01/2005 12:04:00 PM,Wednesday,12.04,3 Bor,A,40,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530670,181550,-0.118144,51.517776,E05000138,Holborn and Covent Garden,Unknown,"(51.517776, -0.118144)",34509,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00047,CAMDEN,ROWNTREE CLOSE 43M S J/W IVERSON ROAD,3 Slight,1,1,19/01/2005 04:10:00 PM,Wednesday,16.10,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525420,184730,-0.192636,51.547544,E05000145,West Hampstead,Unknown,"(51.547544, -0.192636)",34508,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00049,CAMDEN,EUSTON ROAD 88M NE J/W EUSTON SQUARE,3 Slight,1,1,13/01/2005 09:07:00 AM,Thursday ,9.07,1 TLRN,A,501,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,529640,182520,-0.132624,51.52673,E05000142,Regent's Park,Unknown,"(51.52673, -0.132624)",34507,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00050,CAMDEN,BLOOMSBURY STREET/NEW OXFORD STREET,3 Slight,1,1,13/01/2005 02:10:00 PM,Thursday ,14.10,3 Bor,A,40,2 One-Way St,2 30 MPH,6 Crossroads,2 Auto Sig,A,400,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530060,181430,-0.126975,51.516839,E05000138,Holborn and Covent Garden,Unknown,"(51.516839, -0.126975)",34506,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00052,CAMDEN,CAVERSHAM ROAD J/W BARTHOLOMEW ROAD,3 Slight,1,2,13/01/2005 08:00:00 AM,Thursday ,8.00,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529400,184920,-0.1352,51.548353,E05000131,Cantelowes,Unknown,"(51.548353, -0.1352)",34505,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00054,CAMDEN,HIGHGATE ROAD J/W ST ALBAN'S ROAD,3 Slight,1,2,20/01/2005 07:27:00 PM,Thursday ,19.27,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528310,186280,-0.150415,51.560824,E05000137,Highgate,Unknown,"(51.560824, -0.150415)",34504,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00056,CAMDEN,GRAYS INN ROAD J/W PENTONVILLE ROAD,3 Slight,1,2,15/01/2005 11:55:00 AM,Saturday ,11.55,1 TLRN,A,5200,2 One-Way St,2 30 MPH,7 Multi Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530360,182970,-0.122084,51.530609,E05000141,King's Cross,Unknown,"(51.530609, -0.122084)",34503,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00058,CAMDEN,HAMPSTEAD ROAD/MORNINGTON CRESCENT,3 Slight,3,4,13/01/2005 02:42:00 PM,Thursday ,14.42,1 TLRN,A,400,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,400,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529150,183160,-0.139448,51.532594,E05000142,Regent's Park,Unknown,"(51.532594, -0.139448)",34502,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00066,CAMDEN,FINCHLEY ROAD/GOLDHURST TERRACE,3 Slight,1,1,18/01/2005 09:05:00 PM,Tuesday  ,21.05,1 TLRN,A,41,3 Dual Cwy,2 30 MPH,9 Other Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,526370,184590,-0.178993,51.546074,E05000144,Swiss Cottage,Unknown,"(51.546074, -0.178993)",34501,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00067,CAMDEN,FINCHLEY ROAD J/W CANFIELD GARDENS,3 Slight,1,1,19/01/2005 04:19:00 PM,Wednesday,16.19,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,526320,184680,-0.179681,51.546894,E05000144,Swiss Cottage,Unknown,"(51.546894, -0.179681)",34500,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00071,CAMDEN,THEOBALDS ROAD/HARPUR STREET,2 Serious,1,2,05/01/2005 12:15:00 PM,Wednesday,12.15,3 Bor,A,401,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530630,181810,-0.118624,51.520122,E05000138,Holborn and Covent Garden,Unknown,"(51.520122, -0.118624)",34499,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00073,CAMDEN,KENTISH TOWN ROAD J/W  GAISFORD STREET,3 Slight,1,2,17/01/2005 06:30:00 PM,Monday   ,18.30,3 Bor,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528970,184860,-0.14142,51.547913,E05000139,Kentish Town,Unknown,"(51.547913, -0.14142)",34498,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00075,CAMDEN,NFL HAVERSTOCK HILL 65M SE OF J/W PRINCE OF WALES ROAD,2 Serious,1,2,20/01/2005 08:03:00 AM,Thursday ,8.03,3 Bor,A,502,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,528010,184530,-0.155377,51.545165,E05000136,Haverstock,Unknown,"(51.545165, -0.155377)",34497,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00079,CAMDEN,CHETWYND ROAD/ HIGH GATE ROAD,3 Slight,1,2,17/01/2005 06:40:00 PM,Monday   ,18.40,3 Bor,B,518,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,2 Road-Wet,0 None,0 None,528580,185830,-0.146687,51.556719,E05000137,Highgate,Unknown,"(51.556719, -0.146687)",34496,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00081,CAMDEN,LITHOS ROAD J/W FINCHLY ROAD,3 Slight,1,2,17/01/2005 04:10:00 PM,Monday   ,16.10,1 TLRN,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,41,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,526130,185000,-0.182305,51.549812,E05000145,West Hampstead,Unknown,"(51.549812, -0.182305)",34495,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00082,CAMDEN,HAVERSTOCK HILL J/W UPPER PARK ROAD,3 Slight,1,2,17/01/2005 10:40:00 AM,Monday   ,10.40,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,527510,184940,-0.162435,51.548963,E05000128,Belsize,Unknown,"(51.548963, -0.162435)",34494,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00083,CAMDEN,ST PANCRAS WAY 70M N J/W GRANARY STREET,3 Slight,1,2,18/01/2005 02:28:00 PM,Tuesday  ,14.28,3 Bor,A,5202,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529580,183720,-0.133047,51.537528,E05000143,St Pancras and Somers Town,Unknown,"(51.537528, -0.133047)",34493,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00084,CAMDEN,FINCHLEY ROAD J/W FORTUNE GREEN ROAD,3 Slight,1,2,17/01/2005 04:00:00 PM,Monday   ,16.00,1 TLRN,A,41,6 Single Cwy,2 30 MPH,7 Multi Jun,2 Auto Sig,B,510,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,525170,185850,-0.195841,51.557664,E05000132,Fortune Green,Unknown,"(51.557664, -0.195841)",34492,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00085,CAMDEN,GRAY'S INN ROAD J/W ARGYLE STREET,3 Slight,3,1,15/01/2005 05:35:00 AM,Saturday ,5.35,1 TLRN,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,530530,182760,-0.119713,51.528682,E05000141,King's Cross,Unknown,"(51.528682, -0.119713)",34491,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
0105EO00086,CAMDEN,FINCHLEY ROAD 68M NW J/W FROGNAL LANE,3 Slight,1,4,16/01/2005 03:30:00 PM,Sunday   ,15.30,1 TLRN,A,41,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525620,185380,-0.189521,51.553341,E05000132,Fortune Green,Unknown,"(51.553341, -0.189521)",34490,04/11/2016 10:29:06 AM,http://opendatacommunities.org/id/london-borough-council/camden
